,path,split_path,size
1136,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Ranunculus/https:||live.staticflickr.com|65535|49856395766_487f0542f1.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Ranunculus', 'https:||live.staticflickr.com|65535|49856395766_487f0542f1.jpg']",1
1137,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Ranunculus/https:||live.staticflickr.com|65535|49855856148_078dd3cf8d.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Ranunculus', 'https:||live.staticflickr.com|65535|49855856148_078dd3cf8d.jpg']",1
1138,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Ranunculus/https:||live.staticflickr.com|65535|49856395171_28c03831f1.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Ranunculus', 'https:||live.staticflickr.com|65535|49856395171_28c03831f1.jpg']",1
1139,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Ranunculus/https:||live.staticflickr.com|65535|49855855433_e9dc0144e4.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Ranunculus', 'https:||live.staticflickr.com|65535|49855855433_e9dc0144e4.jpg']",1
1140,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Myosurus,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Myosurus']",1
1141,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Myosurus/https:||live.staticflickr.com|65535|49855854243_8de87e9756.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Myosurus', 'https:||live.staticflickr.com|65535|49855854243_8de87e9756.jpg']",1
1142,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Thalictrum,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Thalictrum']",1
1143,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Thalictrum/https:||live.staticflickr.com|65535|49856694552_2e5f6fe719.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Thalictrum', 'https:||live.staticflickr.com|65535|49856694552_2e5f6fe719.jpg']",1
1144,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Thalictrum/https:||live.staticflickr.com|65535|49855853768_e6bd1f423d.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Thalictrum', 'https:||live.staticflickr.com|65535|49855853768_e6bd1f423d.jpg']",1
1145,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Thalictrum/https:||live.staticflickr.com|65535|49855853333_aaac251763.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Thalictrum', 'https:||live.staticflickr.com|65535|49855853333_aaac251763.jpg']",1
1146,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Thalictrum/https:||live.staticflickr.com|65535|49855853003_321725f8d8.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Thalictrum', 'https:||live.staticflickr.com|65535|49855853003_321725f8d8.jpg']",1
1147,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Thalictrum/https:||live.staticflickr.com|65535|49855852643_3a2417560f.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Thalictrum', 'https:||live.staticflickr.com|65535|49855852643_3a2417560f.jpg']",1
1148,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Thalictrum/https:||live.staticflickr.com|65535|49855852268_0cdd1c800a.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Thalictrum', 'https:||live.staticflickr.com|65535|49855852268_0cdd1c800a.jpg']",1
1149,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Thalictrum/https:||live.staticflickr.com|65535|49855852028_cb964ef9e1.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Thalictrum', 'https:||live.staticflickr.com|65535|49855852028_cb964ef9e1.jpg']",1
1150,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Thalictrum/https:||live.staticflickr.com|65535|49856692067_936f4d96af.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Thalictrum', 'https:||live.staticflickr.com|65535|49856692067_936f4d96af.jpg']",1
1151,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Adonis,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Adonis']",1
1152,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Adonis/https:||live.staticflickr.com|65535|49856390571_d1bf6e2883.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Adonis', 'https:||live.staticflickr.com|65535|49856390571_d1bf6e2883.jpg']",1
1153,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Anemone,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Anemone']",1
1154,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Anemone/https:||live.staticflickr.com|65535|49856691537_4e61682e5d.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Anemone', 'https:||live.staticflickr.com|65535|49856691537_4e61682e5d.jpg']",1
1155,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Anemone/https:||live.staticflickr.com|65535|49856390001_e330fb9e2b.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Anemone', 'https:||live.staticflickr.com|65535|49856390001_e330fb9e2b.jpg']",1
1156,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Anemone/https:||live.staticflickr.com|65535|49856389741_7a3dd9f106.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Anemone', 'https:||live.staticflickr.com|65535|49856389741_7a3dd9f106.jpg']",1
1157,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Anemone/https:||live.staticflickr.com|65535|49855850208_d5ab0521ae.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Anemone', 'https:||live.staticflickr.com|65535|49855850208_d5ab0521ae.jpg']",1
1158,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Clematis,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Clematis']",1
1159,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Clematis/https:||live.staticflickr.com|65535|49856389136_535092f28f.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Clematis', 'https:||live.staticflickr.com|65535|49856389136_535092f28f.jpg']",1
1160,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Aconitum,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Aconitum']",1
1161,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Aconitum/https:||live.staticflickr.com|65535|49856689987_6ce1d58160.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Aconitum', 'https:||live.staticflickr.com|65535|49856689987_6ce1d58160.jpg']",1
1162,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Delphinium,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Delphinium']",1
1163,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Delphinium/https:||live.staticflickr.com|65535|49855849148_bc7d9212f4.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Delphinium', 'https:||live.staticflickr.com|65535|49855849148_bc7d9212f4.jpg']",1
1164,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Aquilegia,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Aquilegia']",1
1165,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Aquilegia/https:||live.staticflickr.com|65535|49856388261_d8c96458e6.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Aquilegia', 'https:||live.staticflickr.com|65535|49856388261_d8c96458e6.jpg']",1
1166,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Eranthis,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Eranthis']",1
1167,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Eranthis/https:||live.staticflickr.com|65535|49856388081_982fdd16c0.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Eranthis', 'https:||live.staticflickr.com|65535|49856388081_982fdd16c0.jpg']",1
1168,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Helleborus,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Helleborus']",1
1169,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Helleborus/https:||live.staticflickr.com|65535|49856387861_78887a2aee.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Helleborus', 'https:||live.staticflickr.com|65535|49856387861_78887a2aee.jpg']",1
1170,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Helleborus/https:||live.staticflickr.com|65535|49856387646_72bd75a4b6.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Helleborus', 'https:||live.staticflickr.com|65535|49856387646_72bd75a4b6.jpg']",1
1171,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Trollius,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Trollius']",1
1172,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Trollius/https:||live.staticflickr.com|65535|49856688157_5d91b63532.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Trollius', 'https:||live.staticflickr.com|65535|49856688157_5d91b63532.jpg']",1
1173,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Caltha,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Caltha']",1
1174,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Caltha/https:||live.staticflickr.com|65535|49856387156_e380b07ee2.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Caltha', 'https:||live.staticflickr.com|65535|49856387156_e380b07ee2.jpg']",1
1175,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Caltha/https:||live.staticflickr.com|65535|49856386846_e2be2884b3.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Caltha', 'https:||live.staticflickr.com|65535|49856386846_e2be2884b3.jpg']",1
1176,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Caltha/https:||live.staticflickr.com|65535|49856687432_a2cb1b0aa8.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Caltha', 'https:||live.staticflickr.com|65535|49856687432_a2cb1b0aa8.jpg']",1
1177,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Ranunculaceae/Caltha/https:||live.staticflickr.com|65535|49856386321_fda0f12137.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Ranunculaceae', 'Caltha', 'https:||live.staticflickr.com|65535|49856386321_fda0f12137.jpg']",1
1178,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ceratophyllales,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ceratophyllales']",3
1179,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ceratophyllales/Ceratophyllaceae,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ceratophyllales', 'Ceratophyllaceae']",3
1180,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ceratophyllales/Ceratophyllaceae/Ceratophyllum,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ceratophyllales', 'Ceratophyllaceae', 'Ceratophyllum']",1
1181,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ceratophyllales/Ceratophyllaceae/Ceratophyllum/https:||live.staticflickr.com|65535|49856386051_6ba22765d1.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ceratophyllales', 'Ceratophyllaceae', 'Ceratophyllum', 'https:||live.staticflickr.com|65535|49856386051_6ba22765d1.jpg']",1
1182,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ceratophyllales/Ceratophyllaceae/Ceratophyllum/https:||live.staticflickr.com|65535|49855846333_f26843383f.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ceratophyllales', 'Ceratophyllaceae', 'Ceratophyllum', 'https:||live.staticflickr.com|65535|49855846333_f26843383f.jpg']",1
1183,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ceratophyllales/Ceratophyllaceae/Ceratophyllum/https:||live.staticflickr.com|65535|49856686497_c7512df1f1.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ceratophyllales', 'Ceratophyllaceae', 'Ceratophyllum', 'https:||live.staticflickr.com|65535|49856686497_c7512df1f1.jpg']",1
1184,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Nymphaeales,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Nymphaeales']",9
1185,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Nymphaeales/Nymphaeaceae,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Nymphaeales', 'Nymphaeaceae']",9
1186,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Nymphaeales/Nymphaeaceae/Nymphaea,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Nymphaeales', 'Nymphaeaceae', 'Nymphaea']",1
1187,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Nymphaeales/Nymphaeaceae/Nymphaea/https:||live.staticflickr.com|65535|49856686187_cb15e1f05c.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Nymphaeales', 'Nymphaeaceae', 'Nymphaea', 'https:||live.staticflickr.com|65535|49856686187_cb15e1f05c.jpg']",1
1188,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Nymphaeales/Nymphaeaceae/Nymphaea/https:||live.staticflickr.com|65535|49856385036_f136068aac.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Nymphaeales', 'Nymphaeaceae', 'Nymphaea', 'https:||live.staticflickr.com|65535|49856385036_f136068aac.jpg']",1
1189,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Nymphaeales/Nymphaeaceae/Nuphar,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Nymphaeales', 'Nymphaeaceae', 'Nuphar']",1
1190,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Nymphaeales/Nymphaeaceae/Nuphar/https:||live.staticflickr.com|65535|49856384751_b9dcd95485.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Nymphaeales', 'Nymphaeaceae', 'Nuphar', 'https:||live.staticflickr.com|65535|49856384751_b9dcd95485.jpg']",1
1191,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Nymphaeales/Nymphaeaceae/Nuphar/https:||live.staticflickr.com|65535|49856685307_cfcbc13cec.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Nymphaeales', 'Nymphaeaceae', 'Nuphar', 'https:||live.staticflickr.com|65535|49856685307_cfcbc13cec.jpg']",1
1192,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Nymphaeales/Nymphaeaceae/Nuphar/https:||live.staticflickr.com|65535|49856685022_ff62c2b173.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Nymphaeales', 'Nymphaeaceae', 'Nuphar', 'https:||live.staticflickr.com|65535|49856685022_ff62c2b173.jpg']",1
1193,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales']",184
1194,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Caryophyllaceae']",66
1195,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Dianthus,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Caryophyllaceae', 'Dianthus']",1
1196,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Dianthus/https:||live.staticflickr.com|65535|49855844223_d0d6137411.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Caryophyllaceae', 'Dianthus', 'https:||live.staticflickr.com|65535|49855844223_d0d6137411.jpg']",1
1197,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Dianthus/https:||live.staticflickr.com|65535|49855843933_fbb84eff59.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Caryophyllaceae', 'Dianthus', 'https:||live.staticflickr.com|65535|49855843933_fbb84eff59.jpg']",1
1198,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Dianthus/https:||live.staticflickr.com|65535|49855843688_057dd87a2d.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Caryophyllaceae', 'Dianthus', 'https:||live.staticflickr.com|65535|49855843688_057dd87a2d.jpg']",1
1199,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Dianthus/https:||live.staticflickr.com|65535|49856382916_3f6d3cf995.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Caryophyllaceae', 'Dianthus', 'https:||live.staticflickr.com|65535|49856382916_3f6d3cf995.jpg']",1
1200,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Dianthus/https:||live.staticflickr.com|65535|49856382661_1595443aa9.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Caryophyllaceae', 'Dianthus', 'https:||live.staticflickr.com|65535|49856382661_1595443aa9.jpg']",1
1201,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Dianthus/https:||live.staticflickr.com|65535|49855842978_8787ed9529.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Caryophyllaceae', 'Dianthus', 'https:||live.staticflickr.com|65535|49855842978_8787ed9529.jpg']",1
1202,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Saponaria,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Caryophyllaceae', 'Saponaria']",1
1203,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Saponaria/https:||live.staticflickr.com|65535|49856381706_5942110f9f.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Caryophyllaceae', 'Saponaria', 'https:||live.staticflickr.com|65535|49856381706_5942110f9f.jpg']",1
1204,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Vaccaria,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Caryophyllaceae', 'Vaccaria']",1
1205,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Vaccaria/https:||live.staticflickr.com|65535|49856682177_fd3ed7d546.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Caryophyllaceae', 'Vaccaria', 'https:||live.staticflickr.com|65535|49856682177_fd3ed7d546.jpg']",1
1206,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Silene,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Caryophyllaceae', 'Silene']",1
1207,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Silene/https:||live.staticflickr.com|65535|49856681917_268b7a4995.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Caryophyllaceae', 'Silene', 'https:||live.staticflickr.com|65535|49856681917_268b7a4995.jpg']",1
1208,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Silene/https:||live.staticflickr.com|65535|49856380466_7bbeee5b6a.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Caryophyllaceae', 'Silene', 'https:||live.staticflickr.com|65535|49856380466_7bbeee5b6a.jpg']",1
1209,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Silene/https:||live.staticflickr.com|65535|49856680707_6d93fea53f.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Caryophyllaceae', 'Silene', 'https:||live.staticflickr.com|65535|49856680707_6d93fea53f.jpg']",1
1210,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Silene/https:||live.staticflickr.com|65535|49856680442_0c03d3f806.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Caryophyllaceae', 'Silene', 'https:||live.staticflickr.com|65535|49856680442_0c03d3f806.jpg']",1
